episode,total_reward,steps,success
4280,12.699999999999992,108,1
4281,14.899999999999993,113,1
4282,15.499999999999995,107,1
4283,15.499999999999995,107,1
4284,15.899999999999993,112,1
4285,-10.3,24,0
4286,-6.700000000000003,68,0
4287,-10.1,22,0
4288,16.299999999999994,108,1
4289,16.499999999999993,106,1
4290,15.899999999999993,112,1
4291,-9.600000000000001,57,0
4292,15.099999999999994,111,1
4293,13.499999999999998,109,1
4294,15.299999999999994,109,1
4295,-7.300000000000004,94,0
4296,-9.3,5,0
4297,-9.000000000000002,51,0
4298,15.499999999999995,107,1
4299,16.299999999999994,108,1
4300,15.899999999999993,112,1
4301,15.099999999999996,111,1
4302,15.499999999999995,107,1
4303,16.099999999999994,110,1
4304,16.499999999999993,106,1
4305,-6.300000000000004,64,0
4306,13.899999999999995,114,1
4307,16.499999999999993,106,1
4308,-8.3,4,0
4309,14.099999999999998,121,1
4310,16.299999999999994,108,1
4311,15.699999999999996,105,1
4312,16.299999999999994,108,1
4313,-9.4,35,0
4314,16.499999999999993,106,1
4315,16.099999999999994,110,1
4316,14.299999999999995,110,1
4317,14.099999999999996,112,1
4318,14.899999999999995,113,1
4319,16.299999999999994,108,1
4320,16.499999999999993,106,1
4321,-9.600000000000003,99,0
4322,16.099999999999994,110,1
4323,16.09999999999999,110,1
4324,-6.700000000000005,68,0
4325,-8.5,6,0
4326,15.699999999999994,105,1
4327,16.499999999999993,106,1
4328,15.499999999999995,107,1
4329,16.499999999999993,106,1
4330,16.299999999999994,108,1
4331,16.499999999999993,106,1
4332,13.099999999999998,113,1
4333,15.699999999999994,114,1
4334,-9.8,19,0
4335,14.299999999999997,110,1
4336,15.299999999999995,109,1
4337,16.499999999999993,106,1
4338,13.899999999999997,114,1
4339,15.899999999999993,112,1
4340,16.699999999999996,104,1
4341,16.499999999999993,106,1
4342,14.899999999999995,113,1
4343,16.299999999999994,108,1
4344,-8.800000000000002,49,0
4345,14.499999999999998,108,1
4346,16.299999999999994,108,1
4347,-8.3,4,0
4348,12.699999999999994,117,1
4349,16.299999999999994,108,1
4350,-8.600000000000001,47,0
4351,16.099999999999994,110,1
4352,-10.200000000000001,23,0
4353,15.299999999999994,109,1
4354,16.699999999999996,104,1
4355,13.699999999999992,116,1
4356,15.299999999999995,109,1
4357,15.299999999999994,109,1
4358,-10.1,22,0
4359,-7.700000000000002,69,0
4360,15.699999999999994,114,1
4361,-9.600000000000001,37,0
4362,-9.8,39,0
4363,15.699999999999992,105,1
4364,14.499999999999998,108,1
4365,16.29999999999999,108,1
4366,16.099999999999994,110,1
4367,15.299999999999995,109,1
4368,-10.0,21,0
4369,15.899999999999993,112,1
4370,-7.800000000000006,99,0
4371,14.899999999999995,113,1
4372,16.299999999999994,108,1
4373,16.299999999999994,108,1
4374,-8.700000000000001,28,0
4375,15.699999999999992,114,1
4376,16.499999999999993,106,1
4377,16.299999999999994,108,1
4378,-8.400000000000006,105,0
4379,-8.600000000000001,27,0
4380,13.499999999999998,109,1
4381,15.899999999999991,112,1
4382,-9.200000000000003,95,0
4383,-9.4,35,0
4384,15.899999999999995,112,1
4385,15.299999999999995,109,1
4386,16.299999999999994,108,1
4387,15.899999999999993,112,1
4388,16.099999999999994,110,1
4389,15.499999999999995,107,1
4390,16.099999999999994,110,1
4391,16.099999999999994,110,1
4392,15.699999999999994,114,1
4393,15.299999999999994,118,1
4394,16.299999999999994,108,1
4395,-9.0,42,0
4396,-7.600000000000005,97,0
4397,-7.800000000000006,99,0
4398,14.299999999999995,110,1
4399,12.899999999999999,115,1
4400,15.299999999999995,109,1
4401,16.099999999999994,110,1
4402,-8.5,6,0
4403,-8.600000000000001,27,0
4404,15.699999999999994,114,1
4405,16.099999999999994,110,1
4406,15.299999999999994,109,1
4407,-7.600000000000001,37,0
4408,14.499999999999993,108,1
4409,15.299999999999994,109,1
4410,15.299999999999994,109,1
4411,14.699999999999996,115,1
4412,15.899999999999995,112,1
4413,16.099999999999994,110,1
4414,14.099999999999994,112,1
4415,-7.600000000000001,37,0
4416,16.499999999999993,106,1
4417,14.099999999999998,112,1
4418,16.299999999999994,108,1
4419,-10.0,21,0
4420,14.899999999999993,113,1
4421,13.699999999999998,107,1
4422,15.299999999999994,109,1
4423,16.099999999999994,110,1
4424,15.299999999999995,109,1
4425,14.699999999999996,115,1
4426,15.099999999999993,111,1
4427,16.299999999999994,108,1
4428,-8.5,26,0
4429,15.899999999999993,112,1
4430,-7.700000000000006,98,0
4431,15.499999999999995,107,1
4432,15.699999999999994,114,1
4433,14.299999999999997,110,1
4434,15.499999999999995,107,1
4435,-6.200000000000003,63,0
4436,-8.5,6,0
4437,16.499999999999993,106,1
4438,14.099999999999994,112,1
4439,15.299999999999994,109,1
4440,16.299999999999994,108,1
4441,-8.3,4,0
4442,14.699999999999994,115,1
4443,-7.400000000000006,95,0
4444,16.299999999999994,108,1
4445,-9.8,30,0
4446,-7.100000000000003,72,0
4447,-8.900000000000006,101,0
4448,-9.0,11,0
4449,13.099999999999998,122,1
4450,15.499999999999995,116,1
4451,-9.600000000000001,28,0
4452,-7.100000000000005,92,0
4453,15.699999999999994,114,1
4454,-7.700000000000002,69,0
4455,-8.800000000000002,49,0
4456,-7.800000000000001,39,0
4457,15.099999999999993,120,1
4458,16.699999999999996,104,1
4459,-8.100000000000003,73,0
4460,-9.900000000000002,93,0
4461,14.299999999999997,119,1
4462,-10.1,22,0
4463,15.499999999999995,116,1
4464,15.899999999999993,112,1
4465,15.099999999999994,111,1
4466,-8.300000000000002,95,0
4467,-9.4,35,0
4468,16.299999999999994,108,1
4469,16.299999999999994,108,1
4470,15.699999999999994,114,1
4471,15.899999999999993,112,1
4472,15.699999999999994,114,1
4473,15.899999999999993,112,1
4474,16.099999999999994,110,1
4475,-8.0,41,0
4476,12.899999999999995,115,1
4477,-10.1,22,0
4478,14.899999999999995,113,1
4479,16.299999999999994,108,1
4480,-6.300000000000004,64,0
4481,16.299999999999994,108,1
4482,13.299999999999997,120,1
4483,15.699999999999992,114,1
4484,16.299999999999994,108,1
4485,-10.3,24,0
4486,16.499999999999993,106,1
4487,13.899999999999995,114,1
4488,16.699999999999996,104,1
4489,-8.5,6,0
4490,-10.1,22,0
4491,15.099999999999996,111,1
4492,15.099999999999996,111,1
4493,14.899999999999993,113,1
4494,-11.200000000000001,24,0
4495,16.099999999999994,110,1
4496,-7.400000000000001,55,0
4497,16.099999999999994,110,1
4498,-7.100000000000003,72,0
4499,16.699999999999996,104,1
4500,14.299999999999995,119,1
4501,-8.3,24,0
4502,-9.000000000000002,51,0
4503,15.499999999999995,107,1
4504,16.699999999999996,104,1
4505,16.299999999999994,108,1
4506,16.099999999999994,110,1
4507,-8.3,4,0
4508,-8.5,6,0
4509,15.099999999999994,111,1
4510,13.299999999999997,111,1
4511,-6.700000000000003,68,0
4512,15.899999999999993,112,1
4513,15.099999999999994,111,1
4514,-10.8,40,0
4515,-8.8,29,0
4516,16.09999999999999,110,1
4517,15.299999999999994,109,1
4518,14.699999999999994,115,1
4519,-6.700000000000005,88,0
4520,-7.600000000000001,37,0
4521,-9.100000000000005,103,0
4522,14.899999999999995,113,1
4523,-7.200000000000002,53,0
4524,-8.3,4,0
4525,15.699999999999994,114,1
4526,16.499999999999993,106,1
4527,16.299999999999994,108,1
4528,16.499999999999993,106,1
4529,14.499999999999996,117,1
4530,-8.600000000000001,27,0
4531,-8.4,25,0
4532,15.899999999999993,112,1
4533,16.299999999999994,108,1
4534,16.299999999999994,108,1
4535,15.299999999999995,109,1
4536,15.499999999999995,107,1
4537,-10.0,21,0
4538,-7.900000000000002,71,0
4539,15.899999999999993,112,1
4540,14.699999999999998,106,1
4541,15.699999999999992,114,1
4542,14.699999999999998,115,1
4543,15.299999999999994,109,1
4544,16.099999999999994,110,1
4545,16.499999999999993,106,1
4546,-10.000000000000002,52,0
4547,-8.800000000000002,49,0
4548,15.699999999999992,114,1
4549,-6.900000000000005,90,0
4550,16.499999999999993,106,1
4551,-9.9,20,0
4552,15.299999999999994,109,1
4553,16.299999999999994,108,1
4554,15.499999999999993,116,1
4555,16.099999999999994,110,1
4556,15.499999999999993,107,1
4557,-8.4,25,0
4558,15.899999999999993,112,1
4559,15.699999999999992,114,1
4560,14.299999999999997,110,1
4561,14.299999999999995,110,1
4562,-6.900000000000005,90,0
4563,15.299999999999994,109,1
4564,-6.100000000000004,82,0
4565,14.099999999999994,112,1
4566,16.499999999999993,106,1
4567,15.899999999999993,112,1
4568,-7.500000000000005,96,0
4569,15.099999999999994,111,1
4570,14.099999999999996,121,1
4571,15.499999999999993,107,1
4572,16.099999999999994,110,1
4573,15.699999999999994,114,1
4574,-9.600000000000001,37,0
4575,-8.3,24,0
4576,13.899999999999995,123,1
4577,15.699999999999994,114,1
4578,14.899999999999997,113,1
4579,14.499999999999995,117,1
4580,16.299999999999994,108,1
4581,16.499999999999993,106,1
4582,16.499999999999993,106,1
4583,15.899999999999993,112,1
4584,15.299999999999995,109,1
4585,15.299999999999995,109,1
4586,-10.0,41,0
4587,15.499999999999995,107,1
4588,-7.300000000000004,65,0
4589,15.499999999999995,107,1
4590,16.299999999999994,108,1
4591,14.899999999999993,113,1
4592,14.699999999999996,115,1
4593,15.899999999999993,112,1
4594,15.899999999999993,112,1
4595,16.499999999999993,106,1
4596,16.699999999999996,104,1
4597,-8.8,40,0
4598,16.299999999999994,108,1
4599,15.699999999999992,114,1
4600,12.699999999999998,117,1
4601,15.899999999999995,112,1
4602,16.299999999999994,108,1
4603,-7.300000000000004,94,0
4604,-9.200000000000001,13,0
4605,16.299999999999994,108,1
4606,14.699999999999994,115,1
4607,16.299999999999994,108,1
4608,15.899999999999993,112,1
4609,14.699999999999998,106,1
4610,-9.4,26,0
4611,-10.200000000000001,54,0
4612,16.299999999999994,108,1
4613,16.699999999999996,104,1
4614,15.899999999999993,112,1
4615,14.899999999999995,113,1
4616,-6.900000000000002,70,0
4617,16.499999999999993,106,1
4618,16.099999999999994,110,1
4619,14.099999999999998,112,1
4620,16.499999999999993,106,1
4621,16.299999999999994,108,1
4622,16.099999999999994,110,1
4623,14.099999999999998,112,1
4624,14.699999999999996,115,1
4625,16.299999999999994,108,1
4626,-7.400000000000002,55,0
4627,-6.300000000000004,84,0
4628,16.499999999999993,106,1
4629,16.099999999999994,110,1
4630,15.699999999999992,114,1
4631,-8.8,29,0
4632,16.299999999999994,108,1
4633,12.099999999999998,114,1
4634,-10.0,21,0
4635,15.299999999999994,109,1
4636,-9.4,35,0
4637,15.299999999999995,109,1
4638,14.699999999999996,106,1
4639,16.299999999999994,108,1
4640,15.699999999999994,114,1
4641,-7.800000000000006,99,0
4642,16.299999999999994,108,1
4643,16.099999999999994,110,1
4644,16.299999999999994,108,1
4645,14.899999999999995,113,1
4646,15.299999999999994,109,1
4647,12.699999999999998,117,1
4648,-9.300000000000004,105,0
4649,14.699999999999996,115,1
4650,15.299999999999997,109,1
4651,-8.300000000000004,95,0
4652,-6.700000000000005,88,0
4653,-8.3,24,0
4654,-9.9,20,0
4655,16.299999999999994,108,1
4656,-9.9,20,0
4657,15.299999999999995,109,1
4658,-9.4,35,0
4659,-9.9,20,0
4660,-8.300000000000002,75,0
4661,-7.600000000000001,37,0
4662,-8.3,4,0
4663,14.699999999999996,115,1
4664,16.299999999999994,108,1
4665,15.699999999999996,105,1
4666,14.699999999999994,115,1
4667,15.499999999999993,107,1
4668,16.299999999999994,108,1
4669,15.099999999999996,111,1
4670,15.499999999999995,107,1
4671,16.499999999999993,106,1
4672,15.699999999999992,105,1
4673,-7.600000000000001,37,0
4674,16.299999999999994,108,1
4675,16.099999999999994,110,1
4676,-7.600000000000001,37,0
4677,16.299999999999994,108,1
4678,-7.600000000000001,37,0
4679,-7.800000000000002,39,0
4680,13.699999999999994,116,1
4681,-10.3,24,0
4682,15.099999999999996,111,1
4683,14.899999999999995,113,1
4684,-7.700000000000006,98,0
4685,15.099999999999996,111,1
4686,-9.900000000000002,93,0
4687,16.299999999999994,108,1
4688,15.299999999999994,109,1
4689,15.299999999999994,109,1
4690,14.499999999999995,108,1
4691,14.899999999999995,113,1
4692,16.499999999999993,106,1
4693,-6.900000000000004,70,0
4694,14.899999999999995,113,1
4695,15.299999999999994,109,1
4696,13.299999999999995,111,1
4697,16.299999999999994,108,1
4698,15.099999999999996,111,1
4699,-8.3,4,0
4700,15.899999999999993,112,1
4701,16.699999999999996,104,1
4702,-9.0,11,0
4703,15.899999999999995,112,1
4704,-8.200000000000001,54,0
4705,-7.600000000000001,37,0
4706,-7.600000000000005,97,0
4707,15.299999999999995,109,1
4708,13.299999999999997,111,1
4709,-7.800000000000001,39,0
4710,15.499999999999995,116,1
4711,15.499999999999995,107,1
4712,15.299999999999995,109,1
4713,15.299999999999995,109,1
4714,-8.600000000000001,27,0
4715,14.299999999999994,119,1
4716,13.899999999999997,114,1
4717,14.699999999999996,115,1
4718,16.299999999999994,108,1
4719,16.299999999999994,108,1
4720,13.899999999999993,114,1
4721,-8.600000000000001,27,0
4722,14.699999999999998,115,1
4723,-6.300000000000004,64,0
4724,15.099999999999994,111,1
4725,16.499999999999993,106,1
4726,-7.800000000000001,39,0
4727,16.099999999999994,110,1
4728,-6.5000000000000036,86,0
4729,16.299999999999994,108,1
4730,16.09999999999999,110,1
4731,14.299999999999997,119,1
4732,-7.100000000000005,92,0
4733,15.499999999999993,116,1
4734,16.099999999999994,110,1
4735,16.699999999999996,104,1
4736,-8.0,41,0
4737,15.299999999999994,109,1
4738,16.099999999999994,110,1
4739,-7.700000000000005,89,0
4740,16.299999999999994,108,1
4741,-7.600000000000001,37,0
4742,-8.5,6,0
4743,-10.3,24,0
4744,15.499999999999993,116,1
4745,16.299999999999994,108,1
4746,16.499999999999993,106,1
4747,-9.4,35,0
4748,16.499999999999993,106,1
4749,16.099999999999994,110,1
4750,15.899999999999993,112,1
4751,-7.300000000000003,65,0
4752,-9.600000000000001,48,0
4753,14.899999999999995,113,1
4754,12.699999999999998,117,1
4755,16.699999999999996,104,1
4756,16.099999999999994,110,1
4757,15.099999999999994,111,1
4758,16.299999999999994,108,1
4759,12.899999999999997,115,1
4760,14.499999999999996,108,1
4761,-8.4,25,0
4762,16.099999999999994,110,1
4763,14.899999999999995,113,1
4764,15.499999999999995,107,1
4765,-7.700000000000006,98,0
4766,16.09999999999999,110,1
4767,15.099999999999994,111,1
4768,14.699999999999998,106,1
4769,16.699999999999996,104,1
4770,-8.0,41,0
4771,-8.3,4,0
4772,-7.200000000000005,93,0
4773,15.699999999999994,114,1
4774,-8.8,49,0
4775,-10.200000000000001,23,0
4776,15.299999999999994,109,1
4777,16.29999999999999,108,1
4778,-10.1,22,0
4779,16.499999999999993,106,1
4780,16.499999999999993,106,1
4781,-9.9,20,0
4782,15.899999999999993,112,1
4783,-8.600000000000001,27,0
4784,16.499999999999993,106,1
4785,-8.600000000000001,27,0
4786,-7.200000000000003,53,0
4787,14.499999999999993,108,1
4788,-8.600000000000001,47,0
4789,16.099999999999994,110,1
4790,-11.600000000000001,59,0
4791,-7.900000000000002,71,0
4792,-9.800000000000002,50,0
4793,14.899999999999993,113,1
4794,16.299999999999994,108,1
4795,-8.600000000000001,38,0
4796,13.699999999999998,116,1
4797,-9.0,11,0
4798,15.499999999999993,107,1
4799,15.099999999999993,111,1
4800,-6.0000000000000036,61,0
4801,-10.3,26,0
4802,16.699999999999996,104,1
4803,-9.200000000000001,13,0
4804,-9.8,19,0
4805,16.299999999999994,108,1
4806,14.299999999999995,110,1
4807,15.499999999999995,107,1
4808,-8.700000000000003,90,0
4809,15.899999999999993,112,1
4810,-8.100000000000001,53,0
4811,16.299999999999994,108,1
4812,-8.4,25,0
4813,16.099999999999994,110,1
4814,14.299999999999994,110,1
4815,14.499999999999996,108,1
4816,15.899999999999993,112,1
4817,15.099999999999996,111,1
4818,-9.8,19,0
4819,15.699999999999994,114,1
4820,15.499999999999995,107,1
4821,16.099999999999994,110,1
4822,16.499999999999993,106,1
4823,-10.1,22,0
4824,16.099999999999994,110,1
4825,-9.600000000000001,48,0
4826,-10.200000000000001,23,0
4827,16.099999999999994,110,1
4828,-8.3,75,0
4829,15.099999999999994,111,1
4830,14.699999999999996,115,1
4831,-7.000000000000003,51,0
4832,16.099999999999994,110,1
4833,15.899999999999993,112,1
4834,16.099999999999994,110,1
4835,-8.5,6,0
4836,14.899999999999993,113,1
4837,-8.000000000000007,101,0
4838,15.099999999999996,111,1
4839,16.099999999999994,110,1
4840,-8.600000000000001,27,0
4841,16.699999999999996,104,1
4842,16.299999999999994,108,1
4843,14.899999999999995,113,1
4844,16.099999999999994,110,1
4845,16.699999999999996,104,1
4846,14.899999999999993,113,1
4847,-8.600000000000001,27,0
4848,13.699999999999996,107,1
4849,16.499999999999993,106,1
4850,16.099999999999994,110,1
4851,-8.3,4,0
4852,15.899999999999993,112,1
4853,16.499999999999993,106,1
4854,16.099999999999994,110,1
4855,16.099999999999994,110,1
4856,-9.000000000000002,51,0
4857,14.099999999999994,112,1
4858,-9.200000000000003,95,0
4859,16.499999999999993,106,1
4860,16.099999999999994,110,1
4861,16.299999999999994,108,1
4862,16.099999999999994,110,1
4863,15.099999999999996,111,1
4864,-6.900000000000004,90,0
4865,-7.500000000000005,96,0
4866,16.699999999999996,104,1
4867,-8.100000000000005,93,0
4868,16.499999999999993,106,1
4869,15.899999999999993,112,1
4870,-9.9,20,0
4871,-10.0,21,0
4872,14.499999999999995,108,1
4873,14.899999999999995,113,1
4874,-8.700000000000003,99,0
4875,-10.200000000000001,23,0
4876,15.299999999999994,109,1
4877,14.499999999999993,117,1
4878,16.499999999999993,106,1
4879,-8.600000000000001,38,0
4880,15.499999999999993,107,1
4881,-8.8,29,0
4882,14.899999999999995,113,1
4883,-10.9,21,0
4884,-7.300000000000005,94,0
4885,15.699999999999994,105,1
4886,15.299999999999995,109,1
4887,-8.3,4,0
4888,14.299999999999995,110,1
4889,-9.8,19,0
4890,13.299999999999995,120,1
4891,16.499999999999993,106,1
4892,14.099999999999996,112,1
4893,15.299999999999995,109,1
4894,15.699999999999994,105,1
4895,14.299999999999997,110,1
4896,16.299999999999994,108,1
4897,15.899999999999993,112,1
4898,16.099999999999994,110,1
4899,16.499999999999993,106,1
4900,-7.4000000000000075,95,0
4901,15.299999999999994,109,1
4902,16.099999999999994,110,1
4903,16.499999999999993,106,1
4904,15.699999999999994,114,1
4905,15.099999999999996,111,1
4906,-9.0,42,0
4907,-8.600000000000001,27,0
4908,14.299999999999997,110,1
4909,-7.7000000000000055,98,0
4910,14.099999999999998,112,1
4911,14.099999999999994,112,1
4912,14.899999999999993,113,1
4913,15.099999999999994,111,1
4914,-8.3,4,0
4915,14.299999999999994,119,1
4916,16.099999999999994,110,1
4917,12.899999999999997,115,1
4918,15.899999999999993,112,1
4919,12.099999999999996,114,1
4920,15.099999999999996,111,1
4921,15.099999999999994,111,1
4922,15.499999999999995,116,1
4923,-8.600000000000001,38,0
4924,16.099999999999994,110,1
4925,16.499999999999993,106,1
4926,13.899999999999997,114,1
4927,15.699999999999994,105,1
4928,-8.5,6,0
4929,15.499999999999993,107,1
4930,15.899999999999993,112,1
4931,16.099999999999994,110,1
4932,-10.0,52,0
4933,-10.5,26,0
4934,-7.600000000000001,37,0
4935,15.299999999999994,109,1
4936,16.499999999999993,106,1
4937,16.099999999999994,110,1
4938,16.299999999999994,108,1
4939,16.499999999999993,106,1
4940,-8.800000000000002,49,0
4941,15.899999999999993,112,1
4942,-8.600000000000001,38,0
4943,-8.5,6,0
4944,13.699999999999998,107,1
4945,16.299999999999994,108,1
4946,15.299999999999994,109,1
4947,15.099999999999994,111,1
4948,16.299999999999994,108,1
4949,15.299999999999994,109,1
4950,16.699999999999996,104,1
4951,15.499999999999995,107,1
4952,15.899999999999993,112,1
4953,16.299999999999994,108,1
4954,-7.700000000000003,69,0
4955,16.099999999999994,110,1
4956,16.499999999999993,106,1
4957,-10.1,22,0
4958,15.499999999999995,107,1
4959,15.099999999999993,111,1
4960,15.499999999999996,107,1
4961,16.499999999999993,106,1
4962,-9.200000000000005,104,0
4963,-9.600000000000001,39,0
4964,16.299999999999994,108,1
4965,14.899999999999995,113,1
4966,16.099999999999994,110,1
4967,14.699999999999992,115,1
4968,-9.600000000000001,37,0
4969,-8.3,4,0
4970,14.699999999999996,115,1
4971,-8.9,10,0
4972,-8.0,41,0
4973,15.499999999999995,107,1
4974,-8.900000000000006,101,0
4975,15.499999999999995,107,1
4976,15.699999999999996,105,1
4977,16.499999999999993,106,1
4978,16.099999999999994,110,1
4979,15.699999999999992,114,1
4980,-9.200000000000001,53,0
4981,-7.700000000000004,89,0
4982,16.499999999999993,106,1
4983,15.099999999999996,111,1
4984,16.099999999999994,110,1
4985,-8.3,4,0
4986,16.099999999999994,110,1
4987,-8.200000000000006,94,0
4988,16.699999999999996,104,1
4989,15.899999999999993,112,1
4990,14.499999999999995,117,1
4991,15.699999999999994,105,1
4992,16.299999999999994,108,1
4993,15.499999999999995,107,1
4994,14.499999999999996,108,1
4995,-9.200000000000003,53,0
4996,-9.9,20,0
4997,14.899999999999993,113,1
4998,15.299999999999995,109,1
4999,15.499999999999995,116,1
5000,13.099999999999998,113,1
5001,13.699999999999996,116,1
5002,15.499999999999995,107,1
5003,14.099999999999996,112,1
5004,16.499999999999993,106,1
5005,15.499999999999995,107,1
5006,14.899999999999997,113,1
5007,14.499999999999995,108,1
5008,-9.4,35,0
5009,15.299999999999994,109,1
5010,15.499999999999995,107,1
5011,-7.900000000000006,100,0
5012,-7.7000000000000055,89,0
5013,15.699999999999994,114,1
5014,16.499999999999993,106,1
5015,16.299999999999994,108,1
5016,16.099999999999994,110,1
5017,15.299999999999994,118,1
5018,14.899999999999995,113,1
5019,-7.600000000000001,37,0
5020,-8.100000000000005,102,0
5021,15.699999999999994,105,1
5022,-7.100000000000005,92,0
5023,13.299999999999997,111,1
5024,-9.9,20,0
5025,13.499999999999996,109,1
5026,15.499999999999995,107,1
5027,15.099999999999996,111,1
5028,16.299999999999994,108,1
5029,15.899999999999993,112,1
5030,16.499999999999993,106,1
5031,16.099999999999994,110,1
5032,-7.300000000000002,65,0
5033,-7.400000000000006,95,0
5034,16.499999999999993,106,1
5035,15.699999999999992,114,1
5036,14.899999999999995,113,1
5037,-8.900000000000006,101,0
5038,-8.5,6,0
5039,-7.100000000000006,92,0
5040,15.699999999999994,114,1
5041,15.099999999999994,111,1
5042,15.499999999999995,116,1
5043,15.699999999999994,114,1
5044,14.899999999999995,113,1
5045,15.299999999999995,109,1
5046,14.099999999999996,112,1
5047,-9.9,20,0
5048,-9.9,20,0
5049,16.099999999999994,110,1
5050,16.299999999999994,108,1
5051,15.499999999999995,107,1
5052,14.299999999999997,110,1
5053,16.29999999999999,108,1
5054,14.099999999999996,112,1
5055,14.699999999999996,106,1
5056,-8.700000000000001,8,0
5057,16.499999999999993,106,1
5058,-9.500000000000004,98,0
5059,-6.5000000000000036,66,0
5060,-8.600000000000001,27,0
5061,15.299999999999994,109,1
5062,15.499999999999996,107,1
5063,-10.0,21,0
5064,16.099999999999994,110,1
5065,16.299999999999994,108,1
5066,15.499999999999995,107,1
5067,-9.4,35,0
5068,16.299999999999994,108,1
5069,15.099999999999996,111,1
5070,16.499999999999993,106,1
5071,-8.3,4,0
5072,15.899999999999993,112,1
5073,-7.200000000000005,93,0
5074,16.299999999999994,108,1
5075,15.699999999999994,114,1
5076,15.899999999999993,112,1
5077,-9.9,20,0
5078,14.299999999999997,110,1
5079,14.299999999999997,119,1
5080,-8.5,6,0
5081,-8.3,24,0
5082,14.899999999999995,113,1
5083,-7.600000000000001,37,0
5084,-6.100000000000004,82,0
5085,16.299999999999994,108,1
5086,14.299999999999994,110,1
5087,14.899999999999995,113,1
5088,16.699999999999996,104,1
5089,-8.800000000000004,100,0
5090,-6.900000000000006,90,0
5091,16.299999999999994,108,1
5092,15.699999999999996,105,1
5093,15.499999999999995,107,1
5094,16.099999999999994,110,1
5095,16.299999999999994,108,1
5096,15.899999999999993,112,1
5097,14.699999999999998,115,1
5098,16.299999999999994,108,1
5099,-7.000000000000003,51,0
5100,16.299999999999994,108,1
5101,16.699999999999996,104,1
5102,14.099999999999994,112,1
5103,-7.100000000000005,92,0
5104,15.899999999999993,112,1
5105,15.899999999999993,112,1
5106,-9.5,7,0
5107,15.499999999999995,107,1
5108,-9.9,20,0
5109,15.299999999999995,109,1
5110,15.899999999999993,112,1
5111,14.699999999999994,115,1
5112,16.099999999999994,110,1
5113,16.299999999999994,108,1
5114,14.099999999999998,112,1
5115,16.099999999999994,110,1
5116,15.499999999999995,107,1
5117,-10.600000000000001,38,0
5118,15.699999999999994,105,1
5119,15.899999999999993,112,1
5120,16.499999999999993,106,1
5121,15.699999999999994,114,1
5122,-7.800000000000006,99,0
5123,15.099999999999994,111,1
5124,15.099999999999994,111,1
5125,12.299999999999997,121,1
5126,16.699999999999996,104,1
5127,-9.9,20,0
5128,15.099999999999994,111,1
5129,15.699999999999994,114,1
5130,13.099999999999998,113,1
5131,16.499999999999993,106,1
5132,16.299999999999994,108,1
5133,-8.4,25,0
5134,16.499999999999993,106,1
5135,15.299999999999994,109,1
5136,14.299999999999994,119,1
5137,15.699999999999996,105,1
5138,16.099999999999994,110,1
5139,-8.3,24,0
5140,16.299999999999994,108,1
5141,15.899999999999993,112,1
5142,-7.700000000000005,89,0
5143,16.099999999999994,110,1
5144,14.099999999999996,112,1
5145,-9.600000000000001,39,0
5146,14.699999999999998,115,1
5147,-9.9,20,0
5148,-8.100000000000005,93,0
5149,-9.400000000000002,106,0
5150,16.499999999999993,106,1
5151,16.299999999999994,108,1
5152,14.899999999999993,113,1
5153,16.099999999999994,110,1
5154,14.899999999999993,113,1
5155,13.899999999999997,114,1
5156,16.299999999999994,108,1
5157,-8.0,41,0
5158,16.499999999999993,106,1
5159,15.699999999999994,114,1
5160,16.699999999999996,104,1
5161,-6.500000000000004,86,0
5162,15.899999999999993,112,1
5163,12.299999999999994,112,1
5164,15.899999999999993,112,1
5165,15.499999999999995,107,1
5166,13.299999999999995,111,1
5167,16.699999999999996,104,1
5168,14.899999999999995,113,1
5169,-7.100000000000003,72,0
5170,-11.600000000000001,39,0
5171,16.699999999999996,104,1
5172,-7.300000000000005,94,0
5173,-8.0,41,0
5174,15.499999999999995,116,1
5175,-7.700000000000003,69,0
5176,15.099999999999994,111,1
5177,15.499999999999995,107,1
5178,16.299999999999994,108,1
5179,14.299999999999997,110,1
5180,15.499999999999995,116,1
5181,-9.8,19,0
5182,-9.000000000000002,51,0
5183,-7.800000000000001,39,0
5184,-8.5,26,0
5185,15.899999999999993,112,1
5186,-9.000000000000004,102,0
5187,14.699999999999996,115,1
5188,-7.400000000000006,95,0
5189,15.499999999999995,107,1
5190,14.499999999999995,108,1
5191,16.299999999999994,108,1
5192,16.299999999999994,108,1
5193,-9.0,11,0
5194,13.299999999999994,120,1
5195,15.299999999999995,109,1
5196,16.699999999999996,104,1
5197,15.899999999999993,112,1
5198,14.299999999999995,119,1
5199,16.299999999999994,108,1
5200,16.499999999999993,106,1
5201,16.299999999999994,108,1
5202,-8.5,6,0
5203,14.299999999999994,110,1
5204,16.099999999999994,110,1
5205,16.099999999999994,110,1
5206,16.099999999999994,110,1
5207,-9.7,9,0
5208,13.099999999999998,113,1
5209,16.499999999999993,106,1
5210,-9.3,14,0
5211,14.699999999999994,115,1
5212,16.499999999999993,106,1
5213,14.099999999999998,112,1
5214,16.099999999999994,110,1
5215,16.499999999999993,106,1
5216,13.499999999999996,109,1
5217,-10.4,25,0
5218,15.899999999999993,112,1
5219,-7.300000000000005,94,0
5220,-7.400000000000006,95,0
5221,15.299999999999994,109,1
5222,14.899999999999995,113,1
